query,intent,api_call.endpoint,api_call.parkCode
Tell me the name of Harriet Tubman,fullname,parks,hart
Give me the full name of Harriet Tubman,fullname,parks,hart
What is the full name of Harriet Tubman Underground Railroad?,fullname,parks,hatu
Can you provide the full name of Harriet Tubman Underground Railroad?,fullname,parks,hatu
What is the name of Harriet Tubman Underground Railroad?,fullname,parks,hatu
Tell me the name of Harriet Tubman Underground Railroad,fullname,parks,hatu
Give me the full name of Harriet Tubman Underground Railroad,fullname,parks,hatu
What is the full name of Harry S Truman?,fullname,parks,hstr
Can you provide the full name of Harry S Truman?,fullname,parks,hstr
What is the name of Harry S Truman?,fullname,parks,hstr
Tell me the name of Harry S Truman,fullname,parks,hstr
Give me the full name of Harry S Truman,fullname,parks,hstr
What is the full name of Hawaiʻi Volcanoes?,fullname,parks,havo
Can you provide the full name of Hawaiʻi Volcanoes?,fullname,parks,havo
What is the name of Hawaiʻi Volcanoes?,fullname,parks,havo
Tell me the name of Hawaiʻi Volcanoes,fullname,parks,havo
Give me the full name of Hawaiʻi Volcanoes,fullname,parks,havo
What is the full name of Herbert Hoover?,fullname,parks,heho
Can you provide the full name of Herbert Hoover?,fullname,parks,heho
What is the name of Herbert Hoover?,fullname,parks,heho
Tell me the name of Herbert Hoover,fullname,parks,heho
Give me the full name of Herbert Hoover,fullname,parks,heho
What is the full name of Jamestowne?,fullname,parks,jame
Can you provide the full name of Jamestowne?,fullname,parks,jame
What is the name of Jamestowne?,fullname,parks,jame
Tell me the name of Jamestowne,fullname,parks,jame
Give me the full name of Jamestowne,fullname,parks,jame
What is the full name of Franklin D Roosevelt Home?,fullname,parks,hofr
Can you provide the full name of Franklin D Roosevelt Home?,fullname,parks,hofr
What is the name of Franklin D Roosevelt Home?,fullname,parks,hofr
Tell me the name of Franklin D Roosevelt Home,fullname,parks,hofr
Give me the full name of Franklin D Roosevelt Home,fullname,parks,hofr
What is the full name of Homestead?,fullname,parks,home
Can you provide the full name of Homestead?,fullname,parks,home
What is the name of Homestead?,fullname,parks,home
Tell me the name of Homestead,fullname,parks,home
Give me the full name of Homestead,fullname,parks,home
What is the full name of Honouliuli?,fullname,parks,hono
Can you provide the full name of Honouliuli?,fullname,parks,hono
What is the name of Honouliuli?,fullname,parks,hono
Tell me the name of Honouliuli,fullname,parks,hono
Give me the full name of Honouliuli,fullname,parks,hono
What is the full name of Hopewell Culture?,fullname,parks,hocu
Can you provide the full name of Hopewell Culture?,fullname,parks,hocu
What is the name of Hopewell Culture?,fullname,parks,hocu
Tell me the name of Hopewell Culture,fullname,parks,hocu
Give me the full name of Hopewell Culture,fullname,parks,hocu
What is the full name of Hopewell Furnace?,fullname,parks,hofu
Can you provide the full name of Hopewell Furnace?,fullname,parks,hofu
What is the name of Hopewell Furnace?,fullname,parks,hofu
Tell me the name of Hopewell Furnace,fullname,parks,hofu
Give me the full name of Hopewell Furnace,fullname,parks,hofu
What is the full name of Horseshoe Bend?,fullname,parks,hobe
Can you provide the full name of Horseshoe Bend?,fullname,parks,hobe
What is the name of Horseshoe Bend?,fullname,parks,hobe
Tell me the name of Horseshoe Bend,fullname,parks,hobe
Give me the full name of Horseshoe Bend,fullname,parks,hobe
What is the full name of Hot Springs?,fullname,parks,hosp
Can you provide the full name of Hot Springs?,fullname,parks,hosp
What is the name of Hot Springs?,fullname,parks,hosp
Tell me the name of Hot Springs,fullname,parks,hosp
Give me the full name of Hot Springs,fullname,parks,hosp
What is the full name of Hovenweep?,fullname,parks,hove
Can you provide the full name of Hovenweep?,fullname,parks,hove
What is the name of Hovenweep?,fullname,parks,hove
Tell me the name of Hovenweep,fullname,parks,hove
Give me the full name of Hovenweep,fullname,parks,hove
What is the full name of Hubbell Trading Post?,fullname,parks,hutr
Can you provide the full name of Hubbell Trading Post?,fullname,parks,hutr
What is the name of Hubbell Trading Post?,fullname,parks,hutr
Tell me the name of Hubbell Trading Post,fullname,parks,hutr
Give me the full name of Hubbell Trading Post,fullname,parks,hutr
What is the full name of Ice Age Floods?,fullname,parks,iafl
Can you provide the full name of Ice Age Floods?,fullname,parks,iafl
What is the name of Ice Age Floods?,fullname,parks,iafl
Tell me the name of Ice Age Floods,fullname,parks,iafl
Give me the full name of Ice Age Floods,fullname,parks,iafl
What is the full name of Ice Age?,fullname,parks,iatr
Can you provide the full name of Ice Age?,fullname,parks,iatr
What is the name of Ice Age?,fullname,parks,iatr
Tell me the name of Ice Age,fullname,parks,iatr
Give me the full name of Ice Age,fullname,parks,iatr
What is the full name of Independence?,fullname,parks,inde
Can you provide the full name of Independence?,fullname,parks,inde
What is the name of Independence?,fullname,parks,inde
Tell me the name of Independence,fullname,parks,inde
Give me the full name of Independence,fullname,parks,inde
What is the full name of Indiana Dunes?,fullname,parks,indu
Can you provide the full name of Indiana Dunes?,fullname,parks,indu
What is the name of Indiana Dunes?,fullname,parks,indu
Tell me the name of Indiana Dunes,fullname,parks,indu
Give me the full name of Indiana Dunes,fullname,parks,indu
What is the full name of Isle Royale?,fullname,parks,isro
Can you provide the full name of Isle Royale?,fullname,parks,isro
What is the name of Isle Royale?,fullname,parks,isro
Tell me the name of Isle Royale,fullname,parks,isro
Give me the full name of Isle Royale,fullname,parks,isro
What is the full name of Iñupiat Heritage Center?,fullname,parks,inup
Can you provide the full name of Iñupiat Heritage Center?,fullname,parks,inup
What is the name of Iñupiat Heritage Center?,fullname,parks,inup
Tell me the name of Iñupiat Heritage Center,fullname,parks,inup
Give me the full name of Iñupiat Heritage Center,fullname,parks,inup
What is the full name of James A Garfield?,fullname,parks,jaga
Can you provide the full name of James A Garfield?,fullname,parks,jaga
What is the name of James A Garfield?,fullname,parks,jaga
Tell me the name of James A Garfield,fullname,parks,jaga
Give me the full name of James A Garfield,fullname,parks,jaga
What is the full name of Jean Lafitte?,fullname,parks,jela
Can you provide the full name of Jean Lafitte?,fullname,parks,jela
What is the name of Jean Lafitte?,fullname,parks,jela
Tell me the name of Jean Lafitte,fullname,parks,jela
Give me the full name of Jean Lafitte,fullname,parks,jela
What is the full name of Jewel Cave?,fullname,parks,jeca
Can you provide the full name of Jewel Cave?,fullname,parks,jeca
What is the name of Jewel Cave?,fullname,parks,jeca
Tell me the name of Jewel Cave,fullname,parks,jeca
Give me the full name of Jewel Cave,fullname,parks,jeca
What is the full name of Jimmy Carter?,fullname,parks,jica
Can you provide the full name of Jimmy Carter?,fullname,parks,jica
What is the name of Jimmy Carter?,fullname,parks,jica
Tell me the name of Jimmy Carter,fullname,parks,jica
Give me the full name of Jimmy Carter,fullname,parks,jica
What is the full name of John Day Fossil Beds?,fullname,parks,joda
Can you provide the full name of John Day Fossil Beds?,fullname,parks,joda
What is the name of John Day Fossil Beds?,fullname,parks,joda
Tell me the name of John Day Fossil Beds,fullname,parks,joda
Give me the full name of John Day Fossil Beds,fullname,parks,joda
What is the full name of John Fitzgerald Kennedy?,fullname,parks,jofi
Can you provide the full name of John Fitzgerald Kennedy?,fullname,parks,jofi
What is the name of John Fitzgerald Kennedy?,fullname,parks,jofi
Tell me the name of John Fitzgerald Kennedy,fullname,parks,jofi
Give me the full name of John Fitzgerald Kennedy,fullname,parks,jofi
What is the full name of John Muir?,fullname,parks,jomu
Can you provide the full name of John Muir?,fullname,parks,jomu
What is the name of John Muir?,fullname,parks,jomu
Tell me the name of John Muir,fullname,parks,jomu
Give me the full name of John Muir,fullname,parks,jomu
What is the full name of Johnstown Flood?,fullname,parks,jofl
Can you provide the full name of Johnstown Flood?,fullname,parks,jofl
What is the name of Johnstown Flood?,fullname,parks,jofl
Tell me the name of Johnstown Flood,fullname,parks,jofl
Give me the full name of Johnstown Flood,fullname,parks,jofl
What is the full name of Joshua Tree?,fullname,parks,jotr
Can you provide the full name of Joshua Tree?,fullname,parks,jotr
What is the name of Joshua Tree?,fullname,parks,jotr
Tell me the name of Joshua Tree,fullname,parks,jotr
Give me the full name of Joshua Tree,fullname,parks,jotr
What is the full name of Juan Bautista de Anza?,fullname,parks,juba
Can you provide the full name of Juan Bautista de Anza?,fullname,parks,juba
What is the name of Juan Bautista de Anza?,fullname,parks,juba
Tell me the name of Juan Bautista de Anza,fullname,parks,juba
Give me the full name of Juan Bautista de Anza,fullname,parks,juba
What is the full name of Kalaupapa?,fullname,parks,kala
Can you provide the full name of Kalaupapa?,fullname,parks,kala
What is the name of Kalaupapa?,fullname,parks,kala
Tell me the name of Kalaupapa,fullname,parks,kala
Give me the full name of Kalaupapa,fullname,parks,kala
What is the full name of Kaloko-Honokōhau?,fullname,parks,kaho
Can you provide the full name of Kaloko-Honokōhau?,fullname,parks,kaho
What is the name of Kaloko-Honokōhau?,fullname,parks,kaho
Tell me the name of Kaloko-Honokōhau,fullname,parks,kaho
Give me the full name of Kaloko-Honokōhau,fullname,parks,kaho
What is the full name of Katahdin Woods and Waters?,fullname,parks,kaww
Can you provide the full name of Katahdin Woods and Waters?,fullname,parks,kaww
What is the name of Katahdin Woods and Waters?,fullname,parks,kaww
Tell me the name of Katahdin Woods and Waters,fullname,parks,kaww
Give me the full name of Katahdin Woods and Waters,fullname,parks,kaww
What is the full name of Katmai?,fullname,parks,katm
Can you provide the full name of Katmai?,fullname,parks,katm
What is the name of Katmai?,fullname,parks,katm
Tell me the name of Katmai,fullname,parks,katm
Give me the full name of Katmai,fullname,parks,katm
What is the full name of Kenai Fjords?,fullname,parks,kefj
Can you provide the full name of Kenai Fjords?,fullname,parks,kefj
What is the name of Kenai Fjords?,fullname,parks,kefj
Tell me the name of Kenai Fjords,fullname,parks,kefj
Give me the full name of Kenai Fjords,fullname,parks,kefj
What is the full name of Kenilworth Park & Aquatic Gardens?,fullname,parks,keaq
Can you provide the full name of Kenilworth Park & Aquatic Gardens?,fullname,parks,keaq
What is the name of Kenilworth Park & Aquatic Gardens?,fullname,parks,keaq
Tell me the name of Kenilworth Park & Aquatic Gardens,fullname,parks,keaq
Give me the full name of Kenilworth Park & Aquatic Gardens,fullname,parks,keaq
What is the full name of Kennesaw Mountain Park?,fullname,parks,kemo
Can you provide the full name of Kennesaw Mountain Park?,fullname,parks,kemo
What is the name of Kennesaw Mountain Park?,fullname,parks,kemo
Tell me the name of Kennesaw Mountain Park,fullname,parks,kemo
Give me the full name of Kennesaw Mountain Park,fullname,parks,kemo
What is the full name of Keweenaw?,fullname,parks,kewe
Can you provide the full name of Keweenaw?,fullname,parks,kewe
What is the name of Keweenaw?,fullname,parks,kewe
Tell me the name of Keweenaw,fullname,parks,kewe
Give me the full name of Keweenaw,fullname,parks,kewe
What is the full name of Kings Mountain?,fullname,parks,kimo
Can you provide the full name of Kings Mountain?,fullname,parks,kimo
What is the name of Kings Mountain?,fullname,parks,kimo
Tell me the name of Kings Mountain,fullname,parks,kimo
Give me the full name of Kings Mountain,fullname,parks,kimo
What is the full name of Klondike Gold Rush Seattle?,fullname,parks,klse
Can you provide the full name of Klondike Gold Rush Seattle?,fullname,parks,klse
What is the name of Klondike Gold Rush Seattle?,fullname,parks,klse
Tell me the name of Klondike Gold Rush Seattle,fullname,parks,klse
Give me the full name of Klondike Gold Rush Seattle,fullname,parks,klse
What is the full name of Klondike Gold Rush?,fullname,parks,klgo
Can you provide the full name of Klondike Gold Rush?,fullname,parks,klgo
What is the name of Klondike Gold Rush?,fullname,parks,klgo
Tell me the name of Klondike Gold Rush,fullname,parks,klgo
Give me the full name of Klondike Gold Rush,fullname,parks,klgo
